ID,Name
1506968-00-D,"MODEL Y, TL BRKT, ASSY, LH"
1506969-00-D,"MODEL Y, TL BRKT, ASSY, RH"
1506969-00-E,"MODEL Y, TL BRKT, ASSY, RH"
1507154-00-D,"SUBWOOFER ASSEMBLY, MY"
1507242-00-B,HORN ASSEMBLY MY
1507355-00-A,"PLUG,FLUSH,26X26,TPV,BLK"
1507940-00-C,"CHUCK BLOCK - MY, LH"
1507942-00-C,"CHUCK BLOCK - MY, RH"
1508072-00-C,"INSRT-HX,C'BORE,M22+M14,[109],G1009,T01"
1508179-00-E,"ASSY, REAR BLE, MY"
1508642-S0-C,"Bento Box, Right Hand"
1508656-99-E,LOWER TRUNK ASSEMBLY
1508732-00-A,"BOLT,HF,M8-1.25x22,[98],G0110,MAT"
1509023-S0-E,MY LAMP CAN ASSY LH SVC E-COATED
1509024-S0-E,MY LAMP CAN ASSY RH SVC E-COATED
1509126-00-G,"MODEL Y, BACKLIGHT ASSEMBLY"
1509131-00-E,"MODEL Y, ROOF GLASS, TSA5+, ASSEMBLY"
1509215-00-A,"MODEL Y, ROOF GLASS, FRONT LOCATOR PIN"
1509216-00-A,"BALL STUD&WASHER,M8X19,[1009],G0109,CMAT"
1509217-00-A,"MODEL Y, ROOF GLASS, REAR LOCATOR PIN"
1509218-00-A,"MODEL Y, ROOF GLASS, REAR EDGE SPACERS"
1510098-S0-A,MY BSO REAR EXT LWR SVC E-COATED
1511000-S0-A,MY ASY- BODY SIDE OUTER LH SVC E-COATED
1512000-S0-A,MY ASY- BODY SIDE OUTER RH SVC E-COATED
1514448-00-H,"ASSY, TRIPLE CAMERA, RVM, MY"
1514466-00-A,"LWR GRILLE FEM BRKT, MY"
1514877-00-C,SIDE REPEAT TRIM-CARBON BLK AERO RIB LH
1514877-01-C,"SIDE REPEATER TRIM - CHROME AERO RIB, LH"
1514878-00-C,SIDE REPEAT TRIM-CARBON BLK AERO RIB RH
1514878-01-C,"SIDE REPEATER TRIM - CHROME AERO RIB, RH"
1514952-00-D,"HD/LP ASY, GLOBAL, LH"
1514953-00-D,"HD/LP ASY, GLOBAL, RH"
1515037-00-B,"MY, SENSOR-RELATIVE HUMIDITY AND TEMP"
1515051-00-B,"SBOLT[9x13],FL,7/16x10,10],G0109[B],A02"
1517085-02-E,"WC, TESLA, NA, PACKAGED, 24FT"
1518499-01-A,"NUT, BLACK VALVE, TESLA TPMS"
1518783-00-B,"ASY,REFLEX,RHS,GEN3,MY"
1521164-00-A,"MODEL Y, ROOF GLASS, SIDE EDGE SPACERS"
1521549-00-A,"MODEL X FRONT WSS, BOSCH, DF30I"
1521800-00-A,"UPPER BRIGHT SEAL FR,LH"
1521802-00-B,B-PLR APPLIQUE SEAL LH FR
1523544-00-A,"BOLT,HF,M10-1.5x30,[109],ZNFL,SMAT"
1526738-00-B,"ASY, FRUNK, MODEL 3 HP"
1526801-00-F,WINDOW REGULATOR MECHANISM FD RH
1526803-00-E,WINDOW  REGULATOR MECHANISM RD RH
1526805-00-C,WINDOW  REGULATOR CLOSEOUT FD RH
1526807-00-C,WINDOW REGULATOR CLOSEOUT  RD  RH
1528114-00-D,"DOOR HANDLE OUTER, PASSIVE, LH, BLACK"
1528115-00-D,"DOOR HANDLE OUTER, PASSIVE, RH, BLACK"
1530118-00-C,"TUBE (BATT), BATT RETURN"
1530123-00-B,"TUBE (PT), REAR PT SUPPLY"
1530128-00-A,"TUBE (PT), REAR PT RETURN, M3"
1530129-00-B,"TUBE (PT), FDU INVERTER INLET"
1530484-99-B,M3 ASY RR BUMPER BEAM - EXTRUSION NO LUG
1531350-00-A,"MODEL Y, ROOF GLASS, FRNTEDGESEAL ASY"
1531353-00-A,"MODEL Y, ROOF GLASS, PERIMTR SEAL ASY"
1533237-00-F,MY WSHLD ASSY LHD IR ACSTC TSA3+
1533237-S0-F,MY WSHLD ASSY LHD IR ACSTC (no sensor)
1533237-S0-L,MY WSHLD ASSY LHD IR ACOUSTIC (No THS)
1536684-00-G,"MY, LIFTGATE LOWER TRIM, ASY, RR SPEAKER"
1537115-00-B,"LBL,MDLY VECI AWD US/CANADA 2021"
1547272-00-B,M3 TRUNK STRIKER
1547640-00-A,"PIN AND GROMMET,9.1MM,1-1.8GRP,ASY"
1549230-S0-A,MY RR QTR OTR ASSY LH SVC E-COAT
1549231-S0-A,"MY RR QTR OTR ASSY, RH SVC E-COAT"
1550160-00-A,"GLASS, PREMIUM, DOMESTIC, LH MX"
1551442-00-A,"BOLT,PN,M5-0.8x18,[88],G1009[B],MAT"
1551488-00-C,M3 TRUNK LH POWER STRUT
1551489-00-B,M3S TRUNK RH GAS STRUT
1551844-01-A,SEAT 1R SW BTN CUSH GRAPHITE LH
1551845-01-A,SEAT 1R SW BTN RECL GRAPHITE LH
1551846-01-A,SEAT 1R SW BTN CUSH GRAPHITE RH
1551847-01-A,SEAT 1R SW BTN RECL GRAPHITE RH
1551935-S0-B,"ASY, REAR BENTO BOX, LH E-COATED"
1551936-S0-B,"ASY, REAR BENTO BOX, RH E-COATED"
1552976-00-A,"BOLT,HF,M10-1.5x157,[149],G0110,PC"
1552977-00-A,"BOLT,HF,M8-1.25x21,[109],G0110[B],PC"
1555376-00-C,MY LH Rocker Bracket
1555377-00-B,MY RH Rocker Bracket
1558195-99-B,"END ITEM, TRUNK TUB, MODEL Y, 7-SEAT"
1558860-00-E,"M3, LIFTGATE TRIM, POWER, END ITEM"
1559787-00-A,"M3 ACTIVE GRILLE SHUTTER ASSY, HEAT PUMP"
1559813-00-A,"BOLT,HF,M6-1x19,[109],G1009,MAT"
1562551-E0-A,"FRONT FENDER, LEFT"
1562880-00-A,M3 SPOILER TAPE
1564701-00-C,"VALANCE - FASCIA FRT, MS"
1565363-S0-B,"BODY SIDE COMPLETE, LEFT HAND"
1566302-00-A,"CHARGE PORT DOOR,M3/Y,NA"
1566302-10-G,"CHARGE PORT DOOR,M3/Y,NA"
1567138-88-D,"ASY, ROCKER COVER, LH, MODEL S, EXT"
1567142-00-B,"BRACKET, ROCKER SUPPORT, FR LH, MODEL S"
1567144-00-A,"BRACKET, ROCKER SUPPORT, RR LH, MODEL S"
1567148-00-B,"MOLDING, WHEEL FAIRING, LH, MODEL S"
1568570-00-C,M3 FD LH MOVING GLASS LAMINATED_NA
1569756-00-A,"WHEEL LINER, FR LH, MS"
1569756-00-C,"WHEEL LINER, FR LH, MS"
1570495-E0-A,"BOM MODULE, CIW, FR DOOR, LH, MX"
1581803-00-A,MX FRONT DOOR SECONDARY DOOR SEAL LH
1582616-00-B,FD LH  MOVING LAMINATED GLASS MY-NA
1582617-00-B,FD RH  MOVING LAMINATED GLASS MY-NA
1584544-00-C,LIFTGATE CINCH LATCH COVER
1584721-E0-A,"FRONT DOOR, LEFT"
1585129-00-C,"WHEEL LINER, FR RH, MX"
1585131-00-B,"WHEEL LINER, RR RH, MX"
1585278-00-A,MY WIPER MODULE GROMMET
1588012-00-A,MS P2 REAR T-Badge
1588184-S0-A,"MX FRONT FASCIA SVC, UNPAINTED"
1588186-00-B,"DUCT - FASCIA FRT SIDE LH, MXP2"
1588188-01-A,"BRKT - FASCIA LAMP LH1, MXP2"
1588188-02-A,"BRKT - FASCIA LAMP LH2, MXP2"
1588189-01-A,"BRKT - FASCIA LAMP RH1, MXP2"
1588189-02-A,"BRKT - FASCIA LAMP RH2, MXP2"
1588197-00-E,"GRILLE ASM - FASCIA FRT, MX"
1588283-00-B,"LAMP ASY, SIDE REPEATER CAMERA, LH"
1588353-00-D,"MS-P2 LAMINATED SIDE GLASS, FD LH"
1590804-98-C,"END ITEM,MY,7S TRUNK SIDE TRIM.LH"
1592031-00-F,"Ext Mirror Assy,ChrDel,EC,Dom,LH M3"
1592032-00-F,"Ext Mirror Assy,ChrDel,EC,Dom,RH M3"
1592650-98-C,"END ITEM, MY, 7S TRUNK SIDE TRIM,RH"
1594111-00-C,"EXT.MIRROR ASSY EC PREM DOM, LH MY"
1594112-00-C,"EXT.MIRROR ASSY EC PREM DOM, RH MY"
1598486-00-F,16V LI-ION BATTERY PACK
1600171-00-A,MS FD OUTER BELT BRIGHT ASSY LH
1600177-00-A,MS RD OUTER BELT BRIGHT ASSY LH
1601460-E0-A,"TRUNK ASSY, MODEL 3, POWERED"
1607786-00-A,"REAR T-BADGE, MY"
1608094-00-F,"ASY, FAIRING & GARNISH, FR LH, MODEL X"
1608095-00-F,"ASY, FAIRING & GARNISH, FR RH, MODEL X"
1608411-00-A,"FR BUMPER BEAM FOAM, MODEL X"
1608630-00-A,"ASY, FR BUMPER SYSTEM, MX"
1608742-00-A,"BUSHING FOR M6 BOLT,  MS"
1608802-00-C,"CAM-SEMS,[3MM OFF],M14-2x116,[109],G0401"
1609582-00-A,"FASCIA, RR LOWER, MX P2"
1609584-00-A,"COVER, TOW HITCH, FASCIA, RR, MX P2"
1610029-S0-B,CASTING REAR RAIL SERVICE ASSEMBLY LH
1610030-S0-B,CASTING REAR RAIL SERVICE ASSEMBLY RH
1610820-00-B,"CAM WASHER[3], M14x32x5,STL,G1009"
1611450-00-A,"LAMINATED SIDE GLASS, FD LH MX-P2"
1613443-00-B,"DEFLECTOR - FASCIA FRT VALANCE LH, MS"
1613444-00-B,"DEFLECTOR - FASCIA FRT VALANCE RH, MS"
1613579-00-D,"VALANCE, FASCIA FRT, MY"
1613731-00-A,"INNER BELT SEAL, FR DR, LH"
1613819-00-F,"EXT.MIRROR ASSY PREM DOM, LH MS P2"
1613861-00-A,ACOUSTIC FOAM INR FRT DR LH
1614126-00-E,"MX-P2, WINDOW REGULATOR, FR LH"
1614249-99-D,"B PLR APPLIQUE, LH TLA, MXP2"
1615099-00-A,"SEAL, DOOR FR, LH"
1615099-00-B,"SEAL, DOOR FR, LH"
1616945-00-A,"BRACKET, BLE, RR, FASCIA MX P2, LHS"
1616946-00-A,"BRACKET, BLE, RR, FASCIA MX P2, RHS"
1617912-00-C,"LAMP BRKT, MXP2"
1618419-00-C,"INNER BELT SEAL, FRONT DOOR, LH, MX"
1619812-98-B,"REAR APRON, HEPA, MY"
1619990-00-A,"ASY, FRONT LICENSE PLATE BRACKET, NA, MX"
1621159-00-A,MY UPPER BRIGHT TRIM CAP RH BERLIN
1621160-00-A,MY UPPER BRIGHT TRIM CAP LH
1621165-00-B,"MY FD OTR BELT ASSY RH BERLIN,AUSTIN"
1621169-00-C,"MY RD OUTER BELT ASSY RH BERLIN,AUSTIN"
1621194-00-C,"P2X SAE LAMP ASY, FRONT FASCIA, LH"
1622235-00-A,"SKULL CAP, EXT MIRROR, LH MS P2"
1623024-00-A,HINGE ASSY UPR FR DOOR LH
1625653-00-B,"END ITEM TRUNK LOAD FLOOR 2.0, 7S, MY"
1626077-00-B,"HINGE, RR LH UPR, MY"
1626078-00-B,"HINGE, RR LH LWR, MY"
1626226-00-A,"LAMP ASY, REAR REFLEX, LH"
1626227-00-A,"LAMP ASY, REAR REFLEX, RH"
1626305-00-B,"END ITEM, TRUNK BRACKET 2.0 RH, MY, 7S"
1626637-00-A,"HALFSHAFT ASSY, FR, MS SDU-F, LH"
1627607-00-A,"CARRIER ASY, DOOR HANDLE, FR LH, MX"
1627609-00-A,"CARRIER ASY, DOOR HANDLE, RR LH, MX"
1628768-00-A,"SEMS[FL],HX,M6-1.0x38,[109],G0109,SM"
1632814-00-C,"MODEL Y, ROOF GLASS, ASSEMBLY"
1633447-01-F,"FAB CONFIGURED, DOOR TRIM FR LH, MS"
1647662-00-E,"HOSE, CHILLER TO BATT, LHD"
1656102-ET-A,"MY FENDER ASSEMBLY, RH SVC E-COATED"
1656267-00-B,"SUBWOOFER ASSY, MYSP"
1657355-00-B,"END ITEM, TRUNK BRACKET 2.0 LH, MY, 7S"
1657574-00-C,"PAINT PROTECTION FILM, MSP2, LH"
1657961-00-A,"ASY, REAR LICENSE PLATE, NA, MXP2"
1658936-00-A,"MY WIPER MODULE LHD, AUSTIN SP"
1658938-00-A,"MY ARM&BLADE ASSY PS LHD, AUSTIN SP"
1658941-00-A,"MY ARM&BLADE ASSY DR LHD, AUSTIN SP"
1666856-00-A,"TRIM CLIP,8.5MM,0.7-1.6,SEAL,POM"
1667398-00-B,"TRUNK HINGE, M3, RH"
1667399-00-C,"TRUNK HINGE, M3, LH"
1673553-00-B,"MY REAR QTR GLASS ASSY LH, AUSTIN"
1680207-S0-A,ASY - RR QTR OTR COMP LH
1687601-00-E,ASY - FR BUMPER BEAM
1695208-00-A,"ASY-HINGE LWR, RR, LH"
1703856-00-A,"RR LP FRAME, MY, SATIN BLK, ACC, NA"
1713282-00-A,"LAMP ASY, REAR LICENSE PLATE, Magna"
1739324-00-A,"SPACER, FR AERO SHIELD AND SUBFRAME"
1740543-00-A,PLAID GRAPHIC BADGE
1755420-00-C,P2S SIDE REPEATER CAMERA ASSEMBLY LH
1755488-00-A,"WHEEL LINER, RR LH, MY-SP"
1755489-00-A,"WHEEL LINER, RR RH, MY-SP"
1767213-00-A,Drive Unit 3Y Core Charge
1776527-S0-A,M3 ASY TRUNK FLOOR
1784403-99-D,MY WS ASSY LHD ACSTC TSA3+ (FRMNT) AP4
1785299-00-B,"ASY - B-PILLAR APPLIQUE - LH, AP4, MY"
1800034-00-A,"MY, LAMP ASY, REAR REFLEX, LH"
1800035-00-A,"MY, LAMP ASY, REAR REFLEX, RH"
1806315-00-C,"ASSY, FORWARD BI-CAM, MY"
1820734-00-C,"ASSY, SIDE REPEATER LHS, 3Y"
1820735-00-C,"ASSY, SIDE REPEATER RHS, 3Y"
1821299-00-A,"FRONT QTR GLASS ASSY WITH SEAL, LH MS P2"
1821301-00-A,"FRONT QTR GLASS ASSY WITH SEAL, RH MS P2"
1834305-00-A,B-pillar Template
1835940-00-A,"Butyl w/ Fiberglass, MX Spine Carrier"
1850081-00-A,"VALENCE SUB ASSEMBLY, FRONT FASCIA, MXP2"
1898789-00-M,"PRIMARY HNG LH RR, RH FRT"
1899301-S0-A,"ASSEMBLY, LAMP CAN, LEFT HAND"
1899302-S0-A,"ASSEMBLY, LAMP CAN, RIGHT HAND"
1900710-E0-B,LIFTGATE
1916697-S0-A,FR FASCIA UNPAINTED WITH P/A BRACKETS
1916698-S0-A,REAR FASCIA UNPAINTED WITH P/A BRACKETS
1916699-S0-A,FR FASCIA UNPAINTED WITHOUT P/A BRACKETS
2004420-00-B,"ASY,HRN,MDLS,ROTW,FR FASCIA"
2032433-00-B,"ASY,HRN,MDLX,ALL,FRONT FASCIA"
2035338-00-A,"ASY,HRN,MDLS,FEM,AP2.5,HMLK"
2067958-00-C,"ASY,HARN,FR FASCIA,M3,W/LAMPS,W/USS"
2067958-04-C,"ASY,HARN,FR FASCIA,M3,W/LAMPS"
2486397-00-C,"ASY,HARN,MS,FR LH DOOR,LHD"
2489042-04-C,"ASY,HARN,BODY R,LHD,PREM,7S"
2489059-01-B,"ASY,HARN,RR SUBFRAME,COIL,ALL"
2525001-11-E,"USS, APA, RADIAL, PEARL WHITE"
2525001-12-D,"USS, APA, RADIAL, STEEL GREY"
2525002-11-E,"USS, UPA, RADIAL, PEARL WHITE"
2525002-12-D,"USS, UPA, RADIAL, STEEL GREY"
2567961-03-C,"ASY,HARN,FEM HARNESS,CONTI ARS CAPPED"
3067964-02-C,"ASY,HARN,FR,LHD,RWD"
3067964-02-D,"ASY,HARN,FR,LHD,RWD"
3488223-00-A,"SVC WHEEL, 20X9.5J ET45, INDUCTION, MY"
3907898-01-A,NA MY 3R CUSHION SEAT ASY PUR BLK
6005884-00-K,ASSY - BUMPER SYSTEM FR NA
6005907-00-D,HD/LP ASY - SAE Bi-HID (RH)
6005913-00-I,LAMP ASY - FRT FOG/SD Reflex - SAE (LH)
6005914-00-I,LAMP ASY - FRT FOG/SD Reflex - SAE (RH)
6006601-00-B,HOOD LATCH
6006603-00-C,GAS STRUT - HOOD
6006622-E0-H,"ASSY - DOOR COMP, FR RH ECOAT"
6006647-00-E,GLASS-FR DOOR WINDOW RH
6006651-00-L,REGULATOR ASY FR DOOR RH
6007202-00-C,STRIKER-HOOD ASY
6007220-00-C,BUMPER-OVERSLAM AT LWR LIFTGATE
6007343-00-D,"HOSE (PT), 3WVLV TO RAD ASSY, MS"
6007352-00-F,"ASY, CONDENSER-FAN MODULE, GAS COOL, MS2"
6007572-00-E,HOOD RELEASE SECONDARY
6007699-00-C,LAMP ASY SIDE REPEATER SAE & ECE (RH)
6007705-00-D,LAMP ASY RR REFLEX (LH)
6007707-00-C,LAMP ASY SIDE REPEATER SAE & ECE (LH)
6007724-00-E,BRKT - BODY ATTACHMENT FACIA RR
6007733-00-A,"AC LINE, CONDENSER 1 TO CONDENSER 2"
6008022-E0-D,"ASSY - FRONT FENDER, LH ECOATED"
6008027-E0-D,"ASSY - FRONT FENDER, RH ECOATED"
6008160-00-C,FR FASCIA - LOWER VALENCE
6008160-00-D,FR FASCIA - LOWER VALENCE
6008357-00-F,"ASY, CONDENSER-FAN MODULE, SUB COOL, MS2"
6009004-00-C,"TRIM, REAR FASCIA CHROME"
6009005-00-B,"APPLIQUE, REAR FASCIA"
6009030-S0-B,ASY-FR FENDER BRACE LH SVC
6009384-00-C,"TRIM-FR FOG LAMP UPR, RH CHROME"
6009385-00-C,"TRIM-FR FOG LAMP LWR, RH CHROME"
6009387-00-C,"TRIM-FR FOG LAMP UPR, LH CHROME"
6009388-00-C,"TRIM-FR FOG LAMP LWR, LH CHROME"
6009549-00-F,ASY-HINGE UPR FR
6009581-00-C,"SEAL, HOOD"
6009584-00-N,SEAL BODY SIDE FR PRIMARY RH
6009587-00-D,"SEAL, BODY SIDE RR SECONDARY, LH"
6009588-00-D,"SEAL, BODY SIDE RR SECONDARY, RH"
6009594-00-D,"SEAL, DOOR FR, RH"
6009607-00-E,"SEAL, DOOR FRONT FIXED GLASS, RH"
6009607-99-C,"SEAL, DOOR FRONT FIXED GLASS, RH"
